titulo,empresa,modalidad,tipo_horario_norm,categoria,nivel_seniority,es_ti,es_remoto,largo_descripcion
prevencionista de riesgo (residencia en la…,"t port, antofagasta",Presencial,Full time,Data / BI,No especificado,False,False,100
profesionales de la salud / todas las areas/ para ventas,empresa destacada,Remoto,Part time,Salud,No especificado,False,True,28
profesionales del área salud/ para venta,empresa destacada,Remoto,Part time,Salud,No especificado,False,True,28
profesor(a) de gastronomía,"centro educacional london, santiago",Presencial,Full time,Educacion,No especificado,False,False,88
profesor- a de educacion fisica o prep fisico- a,empresa destacada,Presencial,Full time,Educacion,No especificado,False,False,32
proyectista estructural,"ism ingenieria, antofagasta",Presencial,Full time,Otros,No especificado,False,False,93
práctica profesional – área administrativa / la serena,ingeniería y servicios,Presencial,Full time,Otros,No especificado,False,False,153
psicologo captador 22 horas fae rengo,adra,Presencial,Otro,Otros,No especificado,False,False,137
psicologo/a fae concepción 3,adra,Presencial,Otro,Otros,No especificado,False,False,103
psicologo/a fae pro coquimbo,adra,Presencial,Otro,Otros,No especificado,False,False,109
psicologo/a fae pro la serena,adra,Presencial,Otro,Otros,No especificado,False,False,106
psicologo/a fae pro melipilla,adra,Presencial,Otro,Otros,No especificado,False,False,130
psicologo/a fae viña del mar,adra,Presencial,Otro,Otros,No especificado,False,False,106
psicologo/a reemplazo prm calera de tango,adra,Presencial,Otro,Otros,No especificado,False,False,151
psicólogo analista técnico administración central,fundación prodere,Presencial,Full time,Otros,No especificado,False,False,151
psicólogo ciel tocopilla media jornada mañana (achs),asociación chilena de seguridad achs,Presencial,Part time,Data / BI,No especificado,False,False,167
paid media (freelance),no especificada,Remoto,Full time,Data / BI,No especificado,False,True,24
paid media manager y/o social media…,"asesorias globales, santiago",Presencial,Full time,Data / BI,No especificado,False,False,102
paid media manager,no especificada,Remoto,Full time,Data / BI,No especificado,False,True,24
paramédico conductor o conductora / proyecto minero / la serena,mutual de seguridad c.ch.c.,Presencial,Otro,Otros,No especificado,False,False,165
pasante de informática: data y power bi para sip,ecolab,Presencial,Full time,Data / BI,Junior,True,False,138
pasante en administración y operaciones (8 meses),"corteva, inc.",Presencial,Full time,Otros,Junior,False,False,137
pasante área informática (mejora de procesos y operaciones) - alumnos/as regulares en últimos a[...],ecolab,Presencial,Full time,Otros,Junior,True,False,153
pasante área informática (mejora de procesos y operaciones) - alumnos/as regulares en últimos años de carrera,ecolab,Presencial,Otro,Otros,Junior,True,False,207
pasantía administración de obligaciones,grupo falabella,Presencial,Full time,Otros,No especificado,False,False,125
pasantía laboral / capital humano,deinsa global,Presencial,Full time,Otros,No especificado,False,False,130
pasantía laboral / relaciones corporativas,deinsa global,Presencial,Full time,Otros,No especificado,False,False,148
pasantía laboral / research and development,deinsa global,Presencial,Full time,Desarrollo / Dev,No especificado,True,False,150
pasantía laboral / ventas y marketing,deinsa global,Presencial,Full time,Ventas / Comercial,No especificado,False,False,138
pasantía en administración y comunicaciones astronómicas,association of universities for research in astronomy,Presencial,Full time,Otros,No especificado,False,False,153
pasantía en administración: coordinación y finanzas (8 meses),corteva agriscience,Presencial,Full time,Otros,No especificado,False,False,153
pasantía laboral / research and development,deinsa global,Presencial,Full time,Desarrollo / Dev,No especificado,True,False,150
pasteleria y cocina,"cafeteria providencia, santiago",Presencial,Full time,Data / BI,No especificado,False,False,103
pañolero (informática) - sede san joaquín,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,34
pañolero(a) (informática),pañolero(a) (informática),Presencial,Full time,Otros,No especificado,True,False,115
pañolero/a,pañolero/a,Presencial,Full time,Otros,No especificado,False,False,80
people analytics consultant,no especificada,Híbrido,Full time,Otros,No especificado,False,False,24
performance marketing digital,empresa destacada,Híbrido,Full time,Otros,No especificado,True,False,32
personal de apoyo informático y de gestión,sgs,Presencial,Full time,Otros,No especificado,True,False,122
"personal informática regional técnico 17° e.u.s., para desempeñarse en la dirección regional me[...]",corfo,Presencial,Full time,Otros,No especificado,True,False,153
personal de aseo arreglos y mantenciones bsicas,relevé fit chile,Presencial,Full time,Otros,No especificado,False,False,153
personal de aseo,relevé fit chile,Presencial,Full time,Otros,No especificado,False,False,95
pintor para pintar fachada en sala de ventas,cronoshare.cl,Presencial,Full time,Ventas / Comercial,No especificado,False,False,143
planificador / analista de planificación y control de producción,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,33
planificador distribución (transporte) - lampa,empresa confidencial,Presencial,Otro,Otros,No especificado,False,False,162
planificador de reparable y logística – servicio de administración y operación bodega minería,planificador de reparable y logística – servicio de administración y operación bodega minería,Presencial,Full time,Otros,No especificado,False,False,153
planificadores de bodega – servicio de administración y operación bodega minería,planificadores de bodega – servicio de administración y operación bodega minería,Presencial,Full time,Otros,No especificado,False,False,151
power bi & reporting expert,no especificada,Remoto,Full time,Data / BI,No especificado,True,True,24
"practica administración fundación integra oficina regional coquimbo, iv región (la serena)",oficinas regionales,Presencial,Full time,Otros,No especificado,False,False,153
practica administración,ll-consulting,Presencial,Full time,Otros,No especificado,False,False,111
practica administrativa - rondizzoni,salinas y fabres s.a.,Presencial,Otro,Otros,No especificado,False,False,147
practica administrativa,telcomt ltda,Presencial,Full time,Otros,No especificado,False,False,115
practica alumno ingenieria en administracion o comercial,centro dental la serena,Presencial,Full time,Data / BI,No especificado,False,False,153
practica data & analytics,lider bci,Híbrido,Full time,Data / BI,No especificado,True,False,200
practica diseñador ux/ui & branding,carvuk,Presencial,Full time,Otros,No especificado,False,False,198
practica informatica (quilicura),burger grúas,Presencial,Full time,TI General,No especificado,True,False,111
practica informática valparaíso,practica informática valparaíso,Presencial,Full time,Otros,No especificado,True,False,92
practica infraestructura ti,practica infraestructura ti,Presencial,Full time,DevOps / Cloud,No especificado,True,False,115
practica ing en informática,practica ing en informática,Presencial,Full time,Otros,No especificado,True,False,122
practica ingeniería civil industrial,empresa destacada,Presencial,Full time,Ingenieria Civil,No especificado,False,False,33
practica ingeniería comercial/administración,ucv,Presencial,Full time,Ventas / Comercial,No especificado,False,False,128
"practica laboral administracion, rrhh, reclutamiento y selección","practica laboral administracion, rrhh, reclutamiento y selección",Presencial,Full time,Recursos Humanos,No especificado,False,False,153
practica laboral informática,entix,Presencial,Full time,Otros,No especificado,True,False,96
"practica laboral técnicos o ingenieros en recursos humanos, administración o carrera afín","practica laboral técnicos o ingenieros en recursos humanos, administración o carrera afín",Presencial,Full time,Recursos Humanos,No especificado,False,False,153
practica piscología organizacional,zenta group,Presencial,Full time,Otros,No especificado,False,False,130
practica profesional departamento de informatica,coworking la serena - inversiones chile,Presencial,Full time,TI General,No especificado,True,False,153
practica profesional departamento de informatica,innova coworking,Presencial,Full time,TI General,No especificado,True,False,149
practica profesional desarrollo organizacional,practica profesional desarrollo organizacional,Presencial,Full time,Otros,No especificado,False,False,126
practica profesional informática.,practica profesional informática.,Presencial,Full time,Otros,No especificado,True,False,112
practica profesional en administración y finanzas,hvg administraciones,Presencial,Full time,Otros,No especificado,False,False,153
practica profesional en administración,administracion hvg,Presencial,Full time,Otros,No especificado,False,False,134
"practica profesional para estudiantes de ingeniería comercial, administración de empresas, marketing","practica profesional para estudiantes de ingeniería comercial, administración de empresas, marketing",Presencial,Full time,Ventas / Comercial,No especificado,False,False,153
practica profesional área informatica,practica profesional área informatica,Presencial,Full time,TI General,No especificado,True,False,98
practica profesional área administración,practica profesional área administración,Remoto,Full time,Otros,No especificado,False,True,153
practica psicología o administración de empresas,enjoy,Presencial,Full time,Otros,No especificado,False,False,133
practica recursos humanos o administración,bioplastic,Presencial,Full time,Recursos Humanos,No especificado,False,False,140
practica secretaria administrativa,"roelplant, quillota",Presencial,Full time,Data / BI,No especificado,False,False,116
practica tecnico en administracion,k-solutions spa,Presencial,Full time,Otros,No especificado,True,False,119
practica tecnico en logistica,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,32
practica técnico en administración o rr.hh,wall partners,Presencial,Full time,Otros,No especificado,False,False,123
practica asistente de operaciones,rad creative venture studio,Presencial,Full time,Otros,No especificado,False,False,195
practica de diseño gráfico - uno salud dental,empresa destacada,Presencial,Full time,Salud,No especificado,False,False,28
